concepto,narrativa
221095003,221095003 es de tipo Estructura_corporal 221095003 tiene sinónimo piel de la cara externa del tercer dedo del pie [como un todo] (estructura corporal) 221095003 tiene sinónimo piel de la cara externa del tercer dedo del pie [como un todo] 221095003 es una subclase de 221703006 221095003 es una subclase de 19570009 221095003 tiene término preferido piel de la cara externa del tercer dedo del pie [como un todo] (estructura corporal) 221095003 tiene sinónimo piel de la cara externa del tercer dedo del pie 221095003 pertenece a la terminología snomed 221095003 es de tipo Class 221095003 tiene código 221095003
182055006,182055006 tiene sinónimo parte supracondílea del fémur [como un todo] (estructura corporal) 182055006 es de tipo Class 182055006 tiene término preferido parte supracondílea del fémur [como un todo] (estructura corporal) 182055006 tiene código 182055006 182055006 tiene sinónimo parte supracondílea del fémur [como un todo] 182055006 es una subclase de 44351006 182055006 pertenece a la terminología snomed 182055006 es de tipo Estructura_corporal 182055006 tiene sinónimo parte supracondílea del fémur
110623009,110623009 tiene sinónimo conducto de Bellini 110623009 tiene término preferido estructura de conducto papilar de riñón (estructura corporal) 110623009 es una subclase de 362897009 110623009 tiene término preferido conducto papilar de riñón (estructura corporal) 110623009 tiene sinónimo conducto papilar de riñón 110623009 es de tipo Class 110623009 es una subclase de 32041000 110623009 tiene sinónimo conducto papilar de Bellini 110623009 tiene sinónimo conductos papilares renales 110623009 tiene sinónimo conductos papilares de Bellini 110623009 es de tipo Estructura_corporal 110623009 tiene sinónimo estructura de conducto papilar de riñón 110623009 tiene sinónimo conductos de Bellini 110623009 tiene código 110623009 110623009 tiene sinónimo conducto papilar de riñón (estructura corporal) 110623009 pertenece a la terminología snomed 110623009 tiene sinónimo conductos papilares renales (estructura corporal) 110623009 tiene sinónimo estructura de conducto papilar de riñón (estructura corporal) 110623009 tiene término preferido conductos papilares renales (estructura corporal) 110623009 es una subclase de 29704000
236545004,236545004 tiene término preferido tuberosidad de la falange de pie [como un todo] (estructura corporal) 236545004 tiene sinónimo tuberosidad de falange de pie [como un todo] 236545004 pertenece a la terminología snomed 236545004 tiene sinónimo tuberosidad de la falange de pie [como un todo] (estructura corporal) 236545004 tiene sinónimo tuberosidad de la falange de pie 236545004 tiene sinónimo tuberosidad de la falange de pie [como un todo] 236545004 tiene código 236545004 236545004 es de tipo Class 236545004 tiene término preferido tuberosidad de falange de pie [como un todo] (estructura corporal) 236545004 tiene sinónimo tuberosidad de falange de pie [como un todo] (estructura corporal) 236545004 es una subclase de 76459003 236545004 es de tipo Estructura_corporal
189709000,"189709000 es de tipo Class 189709000 es una subclase de 36425007 189709000 tiene término preferido [M]comedocarcinoma, SAI (anomalía morfológica) 189709000 es de tipo Estructura_corporal 189709000 tiene código 189709000 189709000 pertenece a la terminología snomed"
281640004,281640004 es de tipo Estructura_corporal 281640004 es una subclase de 33712006 281640004 tiene sinónimo piel de parte de la mano (estructura corporal) 281640004 tiene código 281640004 281640004 es de tipo Class 281640004 tiene término preferido piel de parte de la mano (estructura corporal) 281640004 pertenece a la terminología snomed 281640004 tiene sinónimo piel de parte de la mano
450719005,450719005 tiene sinónimo estructura de región mastoidea 450719005 es de tipo Class 450719005 tiene código 450719005 450719005 es una subclase de 450721000 450719005 tiene sinónimo estructura de región mastoidea (estructura corporal) 450719005 pertenece a la terminología snomed 450719005 es de tipo Estructura_corporal 450719005 tiene término preferido estructura de región mastoidea (estructura corporal)
293541004,293541004 es de tipo Class 293541004 tiene sinónimo arteria del bulbo vestibular de la vagina [como un todo] 293541004 tiene código 293541004 293541004 es una subclase de 60377002 293541004 tiene sinónimo arteria del bulbo vestibular de la vagina [como un todo] (estructura corporal) 293541004 tiene sinónimo arteria del bulbo vestibular de la vagina 293541004 es de tipo Estructura_corporal 293541004 pertenece a la terminología snomed 293541004 tiene término preferido arteria del bulbo vestibular de la vagina [como un todo] (estructura corporal) 293541004 es una subclase de 244290005
189902002,"189902002 es de tipo Estructura_corporal 189902002 pertenece a la terminología snomed 189902002 tiene término preferido [M]ameloblastoma, SAI (anomalía morfológica) 189902002 tiene código 189902002 189902002 es de tipo Class 189902002 es una subclase de 20462008"
898246000,898246000 tiene sinónimo hueso innominado y sacro [como un todo] (estructura corporal) 898246000 es de tipo Class 898246000 tiene código 898246000 898246000 tiene sinónimo hueso innominado y sacro [como un todo] 898246000 es de tipo Estructura_corporal 898246000 tiene término preferido hueso innominado y sacro [como un todo] (estructura corporal) 898246000 es una subclase de 897009005 898246000 pertenece a la terminología snomed
128456003,128456003 es de tipo Class 128456003 tiene sinónimo estructura de tejido duro de diente 128456003 tiene término preferido estructura de tejido duro de diente (estructura corporal) 128456003 tiene sinónimo estructura del tejido duro del diente (estructura corporal) 128456003 es de tipo Estructura_corporal 128456003 tiene término preferido estructura del tejido duro del diente (estructura corporal) 128456003 tiene sinónimo tejido duro de diente 128456003 pertenece a la terminología snomed 128456003 es una subclase de 410613002 128456003 tiene sinónimo tejido duro del diente 128456003 tiene sinónimo estructura del tejido duro del diente 128456003 tiene sinónimo estructura de tejido duro de diente (estructura corporal) 128456003 tiene código 128456003
279763008,279763008 es de tipo Estructura_corporal 279763008 es una subclase de 245312007 279763008 tiene sinónimo grupo de ganglios linfáticos inguinofemorales (estructura corporal) 279763008 tiene término preferido grupo de ganglios linfáticos inguinofemorales (estructura corporal) 279763008 pertenece a la terminología snomed 279763008 tiene código 279763008 279763008 tiene sinónimo grupo de ganglios linfáticos inguinofemorales 279763008 es de tipo Class
783403000,783403000 tiene término preferido estructura de paladar blando izquierdo (estructura corporal) 783403000 tiene sinónimo estructura de la mitad izquierda del paladar blando (estructura corporal) 783403000 tiene sinónimo estructura de paladar blando izquierdo 783403000 es de tipo Class 783403000 tiene código 783403000 783403000 tiene término preferido estructura de la mitad izquierda del paladar blando (estructura corporal) 783403000 tiene sinónimo estructura de la mitad izquierda del paladar blando 783403000 es una subclase de 49460000 783403000 es una subclase de 783405007 783403000 tiene sinónimo estructura de paladar blando izquierdo (estructura corporal) 783403000 es de tipo Estructura_corporal 783403000 pertenece a la terminología snomed
82462005,82462005 tiene sinónimo estructura del labio mayor de la vulva (estructura corporal) 82462005 es de tipo Estructura_corporal 82462005 tiene sinónimo labio mayor de la vulva 82462005 pertenece a la terminología snomed 82462005 tiene término preferido estructura del labio mayor de la vulva (estructura corporal) 82462005 es una subclase de 39117004 82462005 es de tipo Class 82462005 tiene sinónimo estructura del labio mayor de la vulva 82462005 tiene código 82462005
82301001,82301001 tiene término preferido estructura de cara interna de testículo (estructura corporal) 82301001 tiene sinónimo estructura de la cara interna del testículo (estructura corporal) 82301001 tiene sinónimo estructura de cara interna de testículo (estructura corporal) 82301001 tiene sinónimo estructura de la cara interna del testículo 82301001 es de tipo Class 82301001 tiene sinónimo cara interna de testículo 82301001 tiene término preferido estructura de la cara medial del testículo (estructura corporal) 82301001 tiene código 82301001 82301001 es de tipo Estructura_corporal 82301001 tiene sinónimo estructura de la cara medial del testículo 82301001 tiene sinónimo cara interna del testículo 82301001 tiene sinónimo cara medial del testículo 82301001 tiene término preferido estructura de la cara interna del testículo (estructura corporal) 82301001 pertenece a la terminología snomed 82301001 tiene sinónimo estructura de la cara medial del testículo (estructura corporal) 82301001 es una subclase de 279595006 82301001 tiene sinónimo cara medial de testículo 82301001 tiene sinónimo estructura de cara interna de testículo
61046001,61046001 es una subclase de 304015005 61046001 es una subclase de 424913005 61046001 es una subclase de 81727001 61046001 pertenece a la terminología snomed 61046001 es una subclase de 304013003 61046001 es de tipo Class 61046001 tiene sinónimo músculo esplenio del cuello 61046001 tiene sinónimo estructura del músculo esplenio del cuello (estructura corporal) 61046001 tiene sinónimo estructura del músculo esplenio del cuello 61046001 tiene código 61046001 61046001 es de tipo Estructura_corporal 61046001 es una subclase de 714465005 61046001 tiene término preferido estructura del músculo esplenio del cuello (estructura corporal)
30838002,30838002 tiene sinónimo estructura de la fascia del obturador de la pelvis 30838002 es de tipo Class 30838002 tiene sinónimo fascia del obturador de la pelvis 30838002 es una subclase de 59757002 30838002 es una subclase de 9262003 30838002 es de tipo Estructura_corporal 30838002 pertenece a la terminología snomed 30838002 tiene sinónimo estructura de la fascia del obturador de la pelvis (estructura corporal) 30838002 tiene término preferido estructura de la fascia del obturador de la pelvis (estructura corporal) 30838002 tiene código 30838002
400199006,400199006 tiene sinónimo estructura cutánea y/o epitelial superficial (estructura corporal) 400199006 es de tipo Estructura_corporal 400199006 es una subclase de 91689009 400199006 tiene código 400199006 400199006 tiene término preferido estructura cutánea y/o epitelial superficial (estructura corporal) 400199006 tiene sinónimo estructura de la piel y/o de epitelio superficial (estructura corporal) 400199006 pertenece a la terminología snomed 400199006 tiene sinónimo estructura cutánea y/o epitelial superficial 400199006 es de tipo Class 400199006 tiene sinónimo estructura de la piel y/o de epitelio superficial 400199006 tiene término preferido estructura de la piel y/o de epitelio superficial (estructura corporal)
279025007,279025007 es una subclase de 80581009 279025007 tiene sinónimo región subcostal (estructura corporal) 279025007 es de tipo Class 279025007 tiene término preferido región subcostal (estructura corporal) 279025007 tiene término preferido estructura de la región subcostal (estructura corporal) 279025007 tiene código 279025007 279025007 tiene sinónimo estructura de la región subcostal 279025007 es de tipo Estructura_corporal 279025007 tiene sinónimo región subcostal 279025007 pertenece a la terminología snomed 279025007 tiene sinónimo estructura de la región subcostal (estructura corporal) 279025007 es una subclase de 279024006
729731005,729731005 pertenece a la terminología snomed 729731005 tiene sinónimo músculo flexor horizontal de articulación de hombro [como un todo] 729731005 es una subclase de 304182001 729731005 es de tipo Class 729731005 tiene sinónimo músculo flexor horizontal de articulación de hombro [como un todo] (estructura corporal) 729731005 tiene término preferido músculo flexor horizontal de articulación de hombro [como un todo] (estructura corporal) 729731005 es de tipo Estructura_corporal 729731005 tiene sinónimo flexor horizontal de articulación de hombro [como un todo] 729731005 tiene código 729731005
90894004,90894004 es una subclase de 119545008 90894004 tiene código 90894004 90894004 pertenece a la terminología snomed 90894004 tiene sinónimo base del segundo hueso metatarsiano 90894004 es una subclase de 280712007 90894004 tiene sinónimo estructura de la base del segundo hueso metatarsiano (estructura corporal) 90894004 es de tipo Estructura_corporal 90894004 tiene sinónimo estructura de la base del segundo hueso metatarsiano 90894004 tiene término preferido estructura de la base del segundo hueso metatarsiano (estructura corporal) 90894004 es una subclase de 23468006 90894004 es de tipo Class
727829001,727829001 tiene sinónimo región supracólica [como un todo] (estructura corporal) 727829001 tiene código 727829001 727829001 tiene sinónimo región supracólica [como un todo] 727829001 es de tipo Estructura_corporal 727829001 es una subclase de 243981002 727829001 pertenece a la terminología snomed 727829001 tiene término preferido región supracólica [como un todo] (estructura corporal) 727829001 es de tipo Class
278015009,278015009 tiene sinónimo estructura venosa del pie (estructura corporal) 278015009 es de tipo Class 278015009 tiene código 278015009 278015009 es una subclase de 725401007 278015009 es de tipo Estructura_corporal 278015009 tiene término preferido estructura venosa del pie (estructura corporal) 278015009 es una subclase de 122774002 278015009 es una subclase de 56459004 278015009 pertenece a la terminología snomed 278015009 tiene sinónimo estructura venosa del pie
1179341007,1179341007 tiene código 1179341007 1179341007 pertenece a la terminología snomed 1179341007 tiene sinónimo estructura de décimo músculo intercostal externo 1179341007 es de tipo Estructura_corporal 1179341007 tiene sinónimo estructura de décimo músculo intercostal externo (estructura corporal) 1179341007 es una subclase de 53967007 1179341007 tiene término preferido estructura de décimo músculo intercostal externo (estructura corporal) 1179341007 es de tipo Class
732101001,732101001 es de tipo Class 732101001 tiene sinónimo vestíbulo óseo [como un todo] (estructura corporal) 732101001 pertenece a la terminología snomed 732101001 es de tipo Estructura_corporal 732101001 es una subclase de 314776001 732101001 tiene término preferido vestíbulo óseo [como un todo] (estructura corporal) 732101001 tiene sinónimo vestíbulo óseo [como un todo] 732101001 tiene código 732101001
65228009,65228009 es una subclase de 302536002 65228009 es de tipo Class 65228009 es una subclase de 334478006 65228009 tiene término preferido articulación unilocular [como un todo] (estructura corporal) 65228009 tiene sinónimo articulación unilocular [como un todo] 65228009 es de tipo Estructura_corporal 65228009 tiene sinónimo articulación unilocular 65228009 pertenece a la terminología snomed 65228009 tiene código 65228009 65228009 tiene sinónimo articulación unilocular [como un todo] (estructura corporal)
703564009,703564009 tiene código 703564009 703564009 tiene sinónimo cistadenoma seromucinoso 703564009 es una subclase de 47620003 703564009 tiene sinónimo cistadenoma seromucinoso (anomalía morfológica) 703564009 es una subclase de 3898006 703564009 es de tipo Class 703564009 es una subclase de 115217007 703564009 pertenece a la terminología snomed 703564009 tiene término preferido cistadenoma seromucinoso (anomalía morfológica) 703564009 es de tipo Estructura_corporal
728775004,728775004 es de tipo Estructura_corporal 728775004 tiene sinónimo surco interauricular [como un todo] 728775004 pertenece a la terminología snomed 728775004 tiene código 728775004 728775004 tiene sinónimo surco interauricular [como un todo] (estructura corporal) 728775004 es una subclase de 277709003 728775004 tiene término preferido surco interauricular [como un todo] (estructura corporal) 728775004 es de tipo Class
186120009,186120009 es de tipo Estructura_corporal 186120009 tiene sinónimo estructura de la rama lingular inferior de la arteria pulmonar izquierda (estructura corporal) 186120009 tiene término preferido estructura de la rama lingular inferior de la arteria pulmonar izquierda (estructura corporal) 186120009 pertenece a la terminología snomed 186120009 es una subclase de 55219005 186120009 tiene sinónimo rama lingular inferior de la arteria pulmonar izquierda 186120009 es de tipo Class 186120009 es una subclase de 66070001 186120009 tiene sinónimo estructura de la rama lingular inferior de la arteria pulmonar izquierda 186120009 tiene código 186120009
773713004,773713004 tiene sinónimo estructura de tendón extensor de dedo anular de mano derecha (estructura corporal) 773713004 tiene término preferido estructura del tendón extensor del dedo anular de la mano derecha (estructura corporal) 773713004 es una subclase de 13675000 773713004 tiene sinónimo estructura del tendón extensor del dedo anular de la mano derecha (estructura corporal) 773713004 tiene sinónimo estructura de tendón extensor de dedo anular de mano derecha 773713004 tiene código 773713004 773713004 es de tipo Estructura_corporal 773713004 pertenece a la terminología snomed 773713004 es una subclase de 770883004 773713004 tiene término preferido estructura de tendón extensor de dedo anular de mano derecha (estructura corporal) 773713004 es de tipo Class 773713004 tiene sinónimo estructura del tendón extensor del dedo anular derecho 773713004 es una subclase de 762089008 773713004 tiene sinónimo estructura del tendón extensor del dedo anular de la mano derecha
181100007,181100007 tiene sinónimo estructura de ganglio simpático cervical (estructura corporal) 181100007 tiene término preferido ganglio simpático cervical (estructura corporal) 181100007 tiene término preferido estructura de ganglio simpático cervical (estructura corporal) 181100007 tiene código 181100007 181100007 tiene sinónimo estructura de ganglio simpático cervical 181100007 es de tipo Estructura_corporal 181100007 pertenece a la terminología snomed 181100007 tiene sinónimo ganglio simpático cervical (estructura corporal) 181100007 es una subclase de 55139000 181100007 es de tipo Class 181100007 tiene sinónimo ganglio simpático cervical
26324000,26324000 es de tipo Estructura_corporal 26324000 es una subclase de 1179747009 26324000 pertenece a la terminología snomed 26324000 tiene sinónimo estructura de la rama apicoposterior de la vena pulmonar izquierda superior 26324000 tiene código 26324000 26324000 es una subclase de 14710002 26324000 tiene sinónimo rama apicoposterior de la vena pulmonar izquierda superior 26324000 es de tipo Class 26324000 tiene sinónimo estructura de la rama apicoposterior de la vena pulmonar izquierda superior (estructura corporal) 26324000 tiene término preferido estructura de la rama apicoposterior de la vena pulmonar izquierda superior (estructura corporal) 26324000 es una subclase de 314279009
18252004,18252004 es de tipo Estructura_corporal 18252004 es una subclase de 425207000 18252004 tiene código 18252004 18252004 es una subclase de 81727001 18252004 tiene sinónimo estructura del platisma (estructura corporal) 18252004 tiene sinónimo estructura del platisma 18252004 es de tipo Class 18252004 pertenece a la terminología snomed 18252004 tiene sinónimo músculo cutáneo del cuello 18252004 tiene término preferido estructura del platisma (estructura corporal)
372210004,372210004 tiene sinónimo parte de hueso del sacro 372210004 es una subclase de 54735007 372210004 tiene término preferido parte de hueso del sacro (estructura corporal) 372210004 pertenece a la terminología snomed 372210004 tiene código 372210004 372210004 es de tipo Class 372210004 es una subclase de 119186007 372210004 es de tipo Estructura_corporal 372210004 tiene sinónimo parte de hueso del sacro (estructura corporal)
729982002,729982002 es una subclase de 312746009 729982002 tiene sinónimo membrana sinovial de articulación radiocubital inferior [como un todo] (estructura corporal) 729982002 es de tipo Estructura_corporal 729982002 pertenece a la terminología snomed 729982002 tiene término preferido membrana sinovial de articulación radiocubital inferior [como un todo] (estructura corporal) 729982002 tiene código 729982002 729982002 tiene sinónimo membrana sinovial de articulación radiocubital inferior [como un todo] 729982002 es de tipo Class
47022007,47022007 tiene término preferido núcleo del asa lenticular (estructura corporal) 47022007 tiene término preferido estructura de núcleo del asa lenticular (estructura corporal) 47022007 pertenece a la terminología snomed 47022007 es de tipo Estructura_corporal 47022007 tiene sinónimo núcleo del asa lenticular (estructura corporal) 47022007 tiene sinónimo estructura de núcleo del asa lenticular (estructura corporal) 47022007 tiene código 47022007 47022007 tiene sinónimo estructura de núcleo del asa lenticular 47022007 es de tipo Class 47022007 tiene sinónimo núcleo del asa lenticular 47022007 es una subclase de 14738005 47022007 es una subclase de 119264001 47022007 es una subclase de 369188008
245548008,245548008 pertenece a la terminología snomed 245548008 tiene sinónimo arco dentario [como un todo] 245548008 tiene término preferido arco dentario [como un todo] (estructura corporal) 245548008 es de tipo Class 245548008 es una subclase de 4442007 245548008 tiene sinónimo arco dentario 245548008 tiene código 245548008 245548008 tiene sinónimo arco dentario [como un todo] (estructura corporal) 245548008 es de tipo Estructura_corporal
314147009,314147009 tiene término preferido lóbulo parietal izquierdo (como un todo) (estructura corporal) 314147009 tiene sinónimo lóbulo parietal izquierdo [como un todo] (estructura corporal) 314147009 es de tipo Estructura_corporal 314147009 tiene término preferido lóbulo parietal izquierdo [como un todo] (estructura corporal) 314147009 pertenece a la terminología snomed 314147009 tiene sinónimo lóbulo parietal izquierdo como un todo (estructura corporal) 314147009 tiene sinónimo lóbulo parietal izquierdo (como un todo) 314147009 tiene código 314147009 314147009 es de tipo Class 314147009 tiene sinónimo lóbulo parietal izquierdo (como un todo) (estructura corporal) 314147009 tiene término preferido lóbulo parietal izquierdo como un todo (estructura corporal) 314147009 es una subclase de 180922007 314147009 tiene sinónimo lóbulo parietal izquierdo [como un todo] 314147009 es una subclase de 9003000 314147009 tiene sinónimo lóbulo parietal izquierdo como un todo
315032005,315032005 tiene sinónimo vena digital del dedo 315032005 es de tipo Estructura_corporal 315032005 es una subclase de 400125009 315032005 es una subclase de 363578009 315032005 pertenece a la terminología snomed 315032005 es una subclase de 314918001 315032005 tiene término preferido vena digital del dedo [como un todo] (estructura corporal) 315032005 tiene sinónimo vena digital del dedo [como un todo] 315032005 tiene sinónimo vena de dedo de la mano 315032005 es de tipo Class 315032005 tiene sinónimo vena de dedo de la mano [como un todo] 315032005 tiene sinónimo vena de dedo de la mano [como un todo] (estructura corporal) 315032005 tiene término preferido vena de dedo de la mano [como un todo] (estructura corporal) 315032005 tiene código 315032005 315032005 tiene sinónimo vena digital del dedo [como un todo] (estructura corporal)
307161002,307161002 tiene término preferido ligamento de la articulación lumbosacra [como un todo] (estructura corporal) 307161002 tiene sinónimo ligamento de la articulación lumbosacra [como un todo] 307161002 es de tipo Class 307161002 es una subclase de 6828005 307161002 tiene código 307161002 307161002 tiene sinónimo ligamento de la articulación lumbosacra 307161002 tiene sinónimo ligamento de la articulación lumbosacra [como un todo] (estructura corporal) 307161002 pertenece a la terminología snomed 307161002 es de tipo Estructura_corporal
31051001,31051001 pertenece a la terminología snomed 31051001 es de tipo Class 31051001 es una subclase de 280417000 31051001 tiene sinónimo estructura del tracto espinotalámico ventral (estructura corporal) 31051001 tiene código 31051001 31051001 tiene sinónimo tracto espinotalámico anterior 31051001 es una subclase de 119235005 31051001 es de tipo Estructura_corporal 31051001 tiene término preferido estructura del tracto espinotalámico ventral (estructura corporal) 31051001 tiene sinónimo tracto espinotalámico ventral 31051001 es una subclase de 31701002 31051001 tiene sinónimo estructura del tracto espinotalámico ventral
730856005,730856005 es de tipo Estructura_corporal 730856005 tiene sinónimo vena perforante de Hunter [como un todo] (estructura corporal) 730856005 tiene sinónimo vena perforante de Hunter [como un todo] 730856005 es una subclase de 128560002 730856005 es de tipo Class 730856005 tiene término preferido vena perforante de Hunter [como un todo] (estructura corporal) 730856005 tiene código 730856005 730856005 pertenece a la terminología snomed
2133009,2133009 es de tipo Estructura_corporal 2133009 tiene código 2133009 2133009 tiene término preferido estómago aviario (estructura corporal) 2133009 pertenece a la terminología snomed 2133009 es de tipo Class 2133009 es una subclase de 69695003
15562006,15562006 tiene sinónimo estructura de la región respiratoria de la nariz (estructura corporal) 15562006 es una subclase de 279549004 15562006 es una subclase de 58675001 15562006 es una subclase de 714323000 15562006 tiene código 15562006 15562006 es una subclase de 47005005 15562006 es de tipo Estructura_corporal 15562006 tiene término preferido estructura de la región respiratoria de la nariz (estructura corporal) 15562006 pertenece a la terminología snomed 15562006 es una subclase de 53342003 15562006 tiene sinónimo estructura de la región respiratoria de la nariz 15562006 tiene sinónimo región respiratoria de la nariz 15562006 es de tipo Class 15562006 es una subclase de 405952001
128891002,128891002 pertenece a la terminología snomed 128891002 es una subclase de 115215004 128891002 es de tipo Class 128891002 tiene sinónimo cistoadenocarcinofibroma de células claras 128891002 es una subclase de 1187381004 128891002 tiene sinónimo adenofibrocarcinoma de células claras (anomalía morfológica) 128891002 es una subclase de 1186968006 128891002 tiene código 128891002 128891002 tiene término preferido adenofibrocarcinoma de células claras (anomalía morfológica) 128891002 es de tipo Estructura_corporal 128891002 tiene sinónimo adenofibrocarcinoma de células claras 128891002 tiene sinónimo adenocarcinofibroma de células claras
125506006,125506006 es de tipo Estructura_corporal 125506006 pertenece a la terminología snomed 125506006 tiene término preferido alteración de la matriz ósea (anomalía morfológica) 125506006 tiene sinónimo alteración de la matriz ósea (anomalía morfológica) 125506006 tiene código 125506006 125506006 es de tipo Class 125506006 es una subclase de 125505005 125506006 tiene sinónimo alteración de la matriz ósea
362247003,362247003 tiene sinónimo tercio superior de la vagina [como un todo] 362247003 tiene término preferido tercio superior de la vagina [como un todo] (estructura corporal) 362247003 es de tipo Class 362247003 tiene código 362247003 362247003 pertenece a la terminología snomed 362247003 es una subclase de 29038004 362247003 tiene sinónimo tercio superior de la vagina [como un todo] (estructura corporal) 362247003 tiene sinónimo tercio superior de la vagina 362247003 es de tipo Estructura_corporal
419133006,419133006 es de tipo Estructura_corporal 419133006 tiene sinónimo estructura del surco bucal 419133006 tiene sinónimo estructura del surco bucal (estructura corporal) 419133006 es una subclase de 91812007 419133006 tiene código 419133006 419133006 tiene sinónimo surco bucal 419133006 pertenece a la terminología snomed 419133006 tiene término preferido estructura del surco bucal (estructura corporal) 419133006 es de tipo Class 419133006 es una subclase de 419428002
33594008,33594008 pertenece a la terminología snomed 33594008 tiene sinónimo bronquiolo lobular 33594008 tiene término preferido estructura de bronquíolo terminal (estructura corporal) 33594008 tiene sinónimo estructura de bronquiolo terminal (estructura corporal) 33594008 tiene sinónimo bronquiolo terminal 33594008 tiene término preferido estructura de bronquiolo terminal (estructura corporal) 33594008 es de tipo Class 33594008 tiene sinónimo bronquíolo lobulillar 33594008 es una subclase de 55214000 33594008 tiene código 33594008 33594008 tiene sinónimo estructura de bronquiolo terminal 33594008 es de tipo Estructura_corporal
368274009,368274009 es de tipo Class 368274009 tiene sinónimo tejido celular subcutáneo de la cara dorsal del dedo meñique [como un todo] 368274009 tiene código 368274009 368274009 pertenece a la terminología snomed 368274009 es una subclase de 52202004 368274009 es de tipo Estructura_corporal 368274009 es una subclase de 368275005 368274009 tiene sinónimo tejido celular subcutáneo de la cara dorsal del dedo meñique [como un todo] (estructura corporal) 368274009 tiene sinónimo tejido celular subcutáneo de la cara dorsal del dedo meñique 368274009 tiene término preferido tejido celular subcutáneo de la cara dorsal del dedo meñique [como un todo] (estructura corporal)
416441004,416441004 pertenece a la terminología snomed 416441004 es de tipo Estructura_corporal 416441004 es una subclase de 416208004 416441004 es una subclase de 115234004 416441004 tiene código 416441004 416441004 es de tipo Class 416441004 tiene término preferido neoplasia trofoblástica gestacional (anomalía morfológica)
245730002,245730002 tiene código 245730002 245730002 es de tipo Estructura_corporal 245730002 tiene sinónimo estructura de raíz dental vestibular (estructura corporal) 245730002 tiene sinónimo raíz dental vestibular 245730002 tiene término preferido estructura de raíz dental vestibular (estructura corporal) 245730002 es de tipo Class 245730002 tiene sinónimo estructura de raíz dental vestibular 245730002 pertenece a la terminología snomed 245730002 es una subclase de 85077000 245730002 tiene sinónimo raíz dental vestibular (estructura corporal) 245730002 tiene término preferido raíz dental vestibular (estructura corporal)
781109003,781109003 es una subclase de 372233003 781109003 tiene sinónimo parte del tejido sinovial de la articulación del codo (estructura corporal) 781109003 es de tipo Class 781109003 tiene sinónimo parte del tejido sinovial de la articulación del codo 781109003 tiene término preferido parte del tejido sinovial de la articulación del codo (estructura corporal) 781109003 tiene sinónimo parte de membrana sinovial de articulación de codo (estructura corporal) 781109003 es de tipo Estructura_corporal 781109003 tiene sinónimo parte de membrana sinovial de articulación de codo 781109003 es una subclase de 280445006 781109003 tiene término preferido parte de membrana sinovial de articulación de codo (estructura corporal) 781109003 pertenece a la terminología snomed 781109003 tiene código 781109003
188443004,188443004 tiene código 188443004 188443004 es de tipo Class 188443004 tiene sinónimo ganglio linfático traqueobronquial superior 188443004 es de tipo Estructura_corporal 188443004 pertenece a la terminología snomed 188443004 tiene sinónimo ganglio linfático traqueobronquial superior [como un todo] (estructura corporal) 188443004 es una subclase de 67941004 188443004 tiene término preferido ganglio linfático traqueobronquial superior [como un todo] (estructura corporal) 188443004 tiene sinónimo ganglio linfático traqueobronquial superior [como un todo]
82384006,82384006 es una subclase de 91830000 82384006 tiene código 82384006 82384006 tiene término preferido agujero de la articulación costotransversa (estructura corporal) 82384006 pertenece a la terminología snomed 82384006 es de tipo Estructura_corporal 82384006 tiene sinónimo agujero de la articulación costotransversa 82384006 tiene término preferido agujero costotransverso (estructura corporal) 82384006 es una subclase de 119194000 82384006 tiene sinónimo agujero de la articulación costotransversa (estructura corporal) 82384006 tiene sinónimo estructura de agujero costotransverso 82384006 es una subclase de 57080006 82384006 tiene sinónimo agujero costotransverso (estructura corporal) 82384006 tiene término preferido estructura de agujero costotransverso (estructura corporal) 82384006 es una subclase de 91837002 82384006 es de tipo Class 82384006 tiene sinónimo agujero costotransverso 82384006 tiene sinónimo estructura de agujero costotransverso (estructura corporal)
52214007,52214007 pertenece a la terminología snomed 52214007 es una subclase de 107673000 52214007 tiene sinónimo satelitosis (anomalía morfológica) 52214007 es de tipo Class 52214007 tiene término preferido satelitosis (anomalía morfológica) 52214007 tiene código 52214007 52214007 es de tipo Estructura_corporal
361843007,361843007 tiene código 361843007 361843007 pertenece a la terminología snomed 361843007 es de tipo Class 361843007 tiene sinónimo articulación carpometacarpiana del pulgar 361843007 tiene sinónimo articulación carpometacarpiana del pulgar [como un todo] 361843007 es una subclase de 30099006 361843007 tiene sinónimo articulación carpometacarpiana del pulgar [como un todo] (estructura corporal) 361843007 es de tipo Estructura_corporal 361843007 tiene término preferido articulación carpometacarpiana del pulgar [como un todo] (estructura corporal)
362305004,362305004 tiene sinónimo piamadre [como un todo] 362305004 es de tipo Estructura_corporal 362305004 tiene código 362305004 362305004 tiene sinónimo piamadre [como un todo] (estructura corporal) 362305004 tiene término preferido piamadre [como un todo] (estructura corporal) 362305004 pertenece a la terminología snomed 362305004 es de tipo Class 362305004 es una subclase de 23180006
53452003,53452003 es una subclase de 52530000 53452003 pertenece a la terminología snomed 53452003 es de tipo Class 53452003 tiene código 53452003 53452003 tiene término preferido sitio topográfico mal definido (estructura corporal) 53452003 es de tipo Estructura_corporal
